id,URL,Status,transactionType,transactionSubtype,price,isSubjectToVat,isFurnished,type,subtype,country,region,province,district,locality,postalCode,street,number,box,floor,latitude,longitude,bedroomCount,netHabitableSurface,constructionYear,facadeCount,floorCount,condition,hasLift,kitchen,hasGarden,gardenSurface,hasTerrace,terraceSurface,land,fireplaceExists,hasSwimmingPool,hasAirConditioning,bathroomCount,showerRoomCount,toiletCount,parkingCountIndoor,parkingCountOutdoor,primaryEnergyConsumptionPerSqm,epcScore,heatingType,hasDoubleGlazing,saleType,creationDate,lastModificationDate,bookmarkCount,viewCount
10834771,https://www.immoweb.be/en/classified/10834771,200,FOR_SALE,BUY_REGULAR,545000,False,True,APARTMENT,APARTMENT,Belgium,Flanders,Antwerp,Antwerp,Antwerp,2030,Houtdok-Zuidkaai,,,0.0,51.2360979,4.4110962,4,200.0,1955.0,,,GOOD,,,,,True,,,False,,,3.0,0,,,,,,,,,2023-09-21T13:32:09.000+0000,2023-09-21T13:32:09.690+0000,,
10834770,https://www.immoweb.be/en/classified/10834770,200,FOR_SALE,BUY_REGULAR,999000,False,False,HOUSE,MANSION,Belgium,Flanders,Antwerp,Antwerp,Antwerp,2000,Otto Veniusstraat,,,,51.2176173,4.4126203,6,455.0,1910.0,2.0,,GOOD,,HYPER_EQUIPPED,True,160.0,,,282.0,False,,,2.0,0,,,,429.0,E,GAS,True,,2023-09-21T13:32:05.000+0000,2023-09-21T13:32:06.250+0000,,
10834772,https://www.immoweb.be/en/classified/10834772,200,FOR_SALE,BUY_REGULAR,795000,False,,APARTMENT,PENTHOUSE,Belgium,Flanders,Antwerp,Antwerp,Antwerp,2000,Jeruzalemstraat,10,,0.0,51.2220417,4.4029372,2,135.0,1880.0,2.0,,GOOD,True,,,,True,14.0,,False,,,1.0,0,,,,467.0,E,GAS,True,,2023-09-21T13:32:12.000+0000,2023-09-21T13:32:13.270+0000,,
10834773,https://www.immoweb.be/en/classified/10834773,200,FOR_SALE,BUY_REGULAR,485000,False,,APARTMENT,APARTMENT,Belgium,Flanders,Antwerp,Antwerp,Antwerp,2030,Houtdok-Zuidkaai,79,,0.0,51.2361149,4.4150305,4,185.0,,,,GOOD,,,,,True,50.0,,False,,,1.0,0,,,,,,GAS,True,,2023-09-21T13:32:16.000+0000,2023-09-21T13:32:16.773+0000,,
10834774,https://www.immoweb.be/en/classified/10834774,200,FOR_SALE,BUY_REGULAR,565000,False,False,APARTMENT,APARTMENT,Belgium,Flanders,Antwerp,Antwerp,Antwerp,2000,Lombardenvest,80,,0.0,51.2173467,4.4038566,2,133.0,1924.0,2.0,,JUST_RENOVATED,True,INSTALLED,,,True,25.0,,False,,,1.0,0,,,,294.0,C,GAS,True,,2023-09-21T13:32:20.000+0000,2023-09-21T13:32:20.573+0000,,
10834777,https://www.immoweb.be/en/classified/10834777,200,FOR_SALE,BUY_REGULAR,2750000,False,False,HOUSE,MIXED_USE_BUILDING,Belgium,Flanders,Antwerp,Antwerp,Antwerp,2000,Grote Markt,25,,,51.2214179,4.4010072,9,713.0,1965.0,2.0,,GOOD,True,INSTALLED,,,True,,185.0,False,,,6.0,0,,,,108.0,B,GAS,True,,2023-09-21T13:32:27.000+0000,2023-09-21T13:32:28.343+0000,,
10834778,https://www.immoweb.be/en/classified/10834778,200,FOR_SALE,BUY_REGULAR,2500000,False,,APARTMENT,APARTMENT,Belgium,Flanders,Antwerp,Antwerp,Antwerp,2000,Frankrijklei,25,,0.0,51.2173296,4.4154198,1,749.0,2008.0,2.0,,GOOD,,,,,True,,,False,,,,668,,2.0,,,,,,,2023-09-21T13:32:31.000+0000,2023-09-21T13:32:31.593+0000,,
10834779,https://www.immoweb.be/en/classified/10834779,200,FOR_SALE,BUY_REGULAR,1395000,False,False,HOUSE,MANSION,Belgium,Flanders,Antwerp,Antwerp,Antwerp,2018,,,,,,,5,335.0,1910.0,2.0,,AS_NEW,,HYPER_EQUIPPED,,,,,195.0,False,,,2.0,0,,,,142.0,B,GAS,True,,2023-09-21T13:32:34.000+0000,2023-09-21T13:32:34.957+0000,,
10834776,https://www.immoweb.be/en/classified/10834776,200,FOR_SALE,BUY_REGULAR,1365000,False,False,HOUSE,MANSION,Belgium,Flanders,Antwerp,Antwerp,Antwerp,2018,Arthur Goemaerelei,15,,,51.1974593,4.4032176,4,330.0,1906.0,2.0,,TO_BE_DONE_UP,,INSTALLED,,,,,177.0,False,,,2.0,0,,,,118.0,B,,True,,2023-09-21T13:32:23.000+0000,2023-09-21T13:32:24.277+0000,,
10834780,https://www.immoweb.be/en/classified/10834780,200,FOR_SALE,BUY_REGULAR,1150000,False,False,HOUSE,MANSION,Belgium,Flanders,Antwerp,Antwerp,Antwerp,2000,Amerikalei,103,,,51.2065858,4.3963458,5,,,2.0,,GOOD,,HYPER_EQUIPPED,,,True,57.0,140.0,False,,,3.0,0,,1.0,,317.0,D,GAS,True,,2023-09-21T13:32:38.000+0000,2023-09-21T13:32:38.710+0000,,
